Titulo,Link,Precio,Estado,Puntuación,Ubicación,Comentarios
          Máquina De Coser Brother Bm2800 27 Puntos,https://articulo.mercadolibre.com.pe/MPE-440957484-maquina-de-coser-brother-bm2800-27-puntos-_JM,659.0,Nuevo,,,"{'0': 'buenas tienen stock? envio para lima - Vmt', '1': 'Hola estoy interesada en esta máquina de coser. ¿Estará disponible en la tienda EFE de puerto Maldonado?'}"
Balanza Digital De 10kg/ Plataforma De Acero Inoxidable,https://articulo.mercadolibre.com.pe/MPE-436679903-balanza-digital-de-10kg-plataforma-de-acero-inoxidable-_JM,77.0,Nuevo,,"Ate, Lima Metropolitana","{'0': 'Costo de envio a provincia, Ciudad de Tingo María, provincia de Leoncio Prado, Departamento de Huánuco.', '1': 'Buen día, la capacidad máxima son 10 kilos cierto? Cuánto por el envío a Jesús María?', '2': 'Parece q obligatoriamente tengo q pasar por esa opción, una es la estándar y la otra retiro en tienda, cuál elijo por favor?', '3': 'Dígame por favor ..ya q su respuesta fue eliminada', '4': 'Es para Pisco..y lo podrían envíar por shalom?', '5': 'Buenas noches..si la compro hoy cuando lo envían?', '6': 'Buenos días...en cuanto tiempo lo envían, si compro hoy¿', '7': 'procedo a comprar coordinamos por interno', '8': 'procedo a comprar el articull ..pondre opcion de envio a 14 soles como me comentaron', '9': 'a las 2 les mando mensaje para coordinar la compra'}"
Licuadora Oster Xpert Series Blst3bcag Y Accesorios,https://articulo.mercadolibre.com.pe/MPE-608579950-licuadora-oster-xpert-series-blst3bcag-y-accesorios-_JM,949.0,Nuevo,,"Callao, Lima Metropolitana",{}
Rack Horno Microondas,https://articulo.mercadolibre.com.pe/MPE-438961959-rack-horno-microondas-_JM,65.0,Nuevo,,"Villa El Salvador, Lima Metropolitana","{'0': '?Hola puedes entregar para el dia de manana para Barranco ? o recogerlo en tienda?', '1': 'Hola tienes stock para recojo el día de hoy?', '2': 'Hola tiene stock en color negro.?', '3': 'Podrá enviarlo hoy mismo a la ciudad de Ica por soyuz o shalom que se ubican en el Cercado de Ica?', '4': 'Buenas noches se podrá utilizar para el micro das de 37.5cm de ancho x 32 cm de profundidad. De ser el caso doñisponibilidad yñde colores y si envía a Ica de forma inmediata', '5': 'buenos dias le queda en color negro y cuanto y cuando llega delivery al rimac pf', '6': 'RESPONDA TODO por favor. Lo depositarìan en MARVISUR?', '7': 'STOCK? COLOR BLANCO? LO DEPOSITARIAN EN MARVISUR? NECESITO 3', '8': 'Buenas tardes, lo tienen en color blanco?', '9': 'Osea cuánto saldría todo q lo traiga y lo coloque'}"
Batidora Kitchenaid Heavy Duty 6.9l - White,https://articulo.mercadolibre.com.pe/MPE-606090145-batidora-kitchenaid-heavy-duty-69l-white-_JM,3250.0,Nuevo,,"Chorrillos, Lima Metropolitana",{'0': 'aceptas pago con Diners Club???'}
Plancha Multivoltaje Seco/vapor Plegable Para Ropa Viajera ,https://articulo.mercadolibre.com.pe/MPE-608573175-plancha-multivoltaje-secovapor-plegable-para-ropa-viajera-_JM,99.0,Nuevo,,"Lima, Lima Metropolitana",{}
Hervidor Automatico Electrico Hierve Huevos Forma De Gallina,https://articulo.mercadolibre.com.pe/MPE-444500239-hervidor-automatico-electrico-hierve-huevos-forma-de-gallina-_JM,49.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'Me interesa, en que distrito se encuentran?', '1': 'Hola disponible 1 para recogerlo hoy?', '2': 'Buenas noches dónde es la tienda física?', '3': 'Hola, puedes entregar ahora en La Molina?'}"
Termo Hervidor 5.8lt Eléctrico National Dispensador Bomba,https://articulo.mercadolibre.com.pe/MPE-601475459-termo-hervidor-58lt-electrico-national-dispensador-bomba-_JM,158.5,Nuevo,,"Lima, Lima Metropolitana",{}
Freidora De Aire Led Touch 4.2l Fríe Sin Aceite Imaco,https://articulo.mercadolibre.com.pe/MPE-442845792-freidora-de-aire-led-touch-42l-frie-sin-aceite-imaco-_JM,435.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'Buenas tardes tiene disponible? Haces envíos a provincia? Gracias', '1': 'Saludos, pueden enviar a Huancayo por Shalom? lo necesito con urgencia para un regalo', '2': 'Cuánto envío a arequipa?', '3': 'dispondrá ademas de una maquina q haga pop corn y hacer una sola compra para q me envíe hoy por Shalom a Tumbes?', '4': 'Me dan facturado', '5': 'Si uno pone comprar cuando es la entrega para Carmen de la Legua Reynoso', '6': 'Stock? cuanto envío a SMP?', '7': 'Disponible?? Precio por el envío a provincia??', '8': 'Si le doy comprar para cuando me estaría llegando al Callao ?', '9': 'Entrega en el Callao distrito de la Perla , o donde podría ir a recogerlo al darle comprar'}"
Termo Hervidor 5.8lt Eléctrico National Dispensador Bomba,https://articulo.mercadolibre.com.pe/MPE-601475459-termo-hervidor-58lt-electrico-national-dispensador-bomba-_JM,158.5,Nuevo,,"Lima, Lima Metropolitana",{}
Cuchilla Original Para Licuadora Oster Xpert Blstac3091,https://articulo.mercadolibre.com.pe/MPE-609173150-cuchilla-original-para-licuadora-oster-xpert-blstac3091-_JM,99.0,Nuevo,,"Lima, Lima Metropolitana",{}
Vaso/jarra De Vidrio Refractario Oster Blstryg ,https://articulo.mercadolibre.com.pe/MPE-446713490-vasojarra-de-vidrio-refractario-oster-blstryg-_JM,89.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Hola lo tienes en stock? Y cuál sería el costo de envío a surco?', '1': 'Hola, este sí es compatible con Oster Blstpyg1209b?'}"
Vaso De Vidrio Importado Para Licuadora Philips Hr2096 ,https://articulo.mercadolibre.com.pe/MPE-608195118-vaso-de-vidrio-importado-para-licuadora-philips-hr2096-_JM,47.0,Nuevo,,"San Juan De Lurigancho, Lima Metropolitana","{'0': 'Hola, quisiera comprar el vaso', '1': 'también tienes la cuchilla de repuesto', '2': 'Buenas tardes, tengo una hr 2242, serie 5000, y se me roto la rosca que va atada direxto al vaso y que se ajusta a la rosca principal donde va la cuchilla. Tendra ese repuesto?'}"
Mini Jarras Oster® 300 Ml Blstmj-300 / Tritan Libre De Bpa,https://articulo.mercadolibre.com.pe/MPE-444585348-mini-jarras-oster-300-ml-blstmj-300-tritan-libre-de-bpa-_JM,72.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'me puedes dar factura?', '1': 'tienes 6 unidades en stock?'}"
Extractor De Jugo Imaco De 600 Watts Cp400 Negro,https://articulo.mercadolibre.com.pe/MPE-608104797-extractor-de-jugo-imaco-de-600-watts-cp400-negro-_JM,229.0,Nuevo,,"La Victoria, Lima Metropolitana","{'0': 'Buenas son tu nda física?, tienen Disponibilidad?'}"
Batidora Mano/pedestal 3.5 Litros 5 Vel. 400w Philips Hr7200,https://articulo.mercadolibre.com.pe/MPE-440990488-batidora-manopedestal-35-litros-5-vel-400w-philips-hr7200-_JM,249.0,Nuevo,,"Ate, Lima Metropolitana","{'0': 'el envio a SJL es gratis o pago ,parece que el anuncio de gratis es engañoso.', '1': 'Disponible? Delivery a San Miguel?', '2': 'No vienen en color blanco?', '3': 'Hola, aún tienen disponibilidad? Es para envío a Pisco', '4': 'hola sale con garantia y boleeta de venta si hay alguna falla en el producto son una empresa? y en que distrito se recoge...', '5': 'Hacen envíos a Cusco?', '6': 'Tiempo y envío a Chimbote?', '7': 'hola tienes en stock? de qué material es el tazón? sale la batidora sola? grcs', '8': 'tiempo de garantia?', '9': 'El envio a Huaraz cuanto sale'}"
Batidora Orbital Fz - 6810b De 1300 Watts - Rojo,https://articulo.mercadolibre.com.pe/MPE-437975386-batidora-orbital-fz-6810b-de-1300-watts-rojo-_JM,699.0,Nuevo,,"Callao, Lima Metropolitana","{'0': 'Bs noches. Cuantos kg de mezcla puede soportar.', '1': 'Dirección', '2': 'Buenas noches cuentan con stock?', '3': '¿Aún hay stock?', '4': 'Buenos días tendrán en stock? ...y cuanto costaría el envío ..vivo en la perla ...límite con San Miguel..', '5': 'Hola tiene stock?', '6': 'Buenas noches Tiene stokc?', '7': 'hola la tapa es removible?', '8': 'Buenos días aún tiene stock y cuánto el envío para Tumbes y porque empresa. Gracias.', '9': 'Todavía tiene en stock?'}"
          Extractor De Jugo Imaco Cp4830 2v 300w,https://articulo.mercadolibre.com.pe/MPE-440553437-extractor-de-jugo-imaco-cp4830-2v-300w-_JM,179.0,Nuevo,,,{}
Hervidor Jarra Electrica Imaco,https://articulo.mercadolibre.com.pe/MPE-436706171-hervidor-jarra-electrica-imaco-_JM,74.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Ok perfecto, quiero el envio para Miraflores', '1': 'Hola tienes este hervidor ?', '2': 'Envío para PALPA, Ica? Por Agencia', '3': 'Es de acero la parte interna también?', '4': 'Para entrega el día de mañana', '5': 'Buenas noches cuentan con stock para entrega en limacargo a 2 cuadras del aeropuerto', '6': 'Perfecto, le doy comprar y coordino con ud , está bien', '7': 'Hola , lo necesito , cuánto demoraría en llegar? Puede ser para hoy?? Soy de Surco', '8': 'Buenas tardes, cuanto tiempo tarda la entrega en lima', '9': 'Hola. Aún está disponible el producto?'}"
Popcorn Maker Máquina Dpalomitas De Aire Caliente Sin Aceite,https://articulo.mercadolibre.com.pe/MPE-444500189-popcorn-maker-maquina-dpalomitas-de-aire-caliente-sin-aceite-_JM,89.9,Nuevo,,"Trujillo, La Libertad","{'0': 'Genial precedere a comprar', '1': 'Hace envíos a provincia tumbes-aguas?', '2': 'buenas noches, soy de trujillo, aun tiene disponible??'}"
Plancha Clásica Oster Gcstbv4119,https://articulo.mercadolibre.com.pe/MPE-607317506-plancha-clasica-oster-gcstbv4119-_JM,119.0,Nuevo,,"Callao, Lima Metropolitana",{}
Balanza De Cocina Ks 19 Slt,https://articulo.mercadolibre.com.pe/MPE-441625894-balanza-de-cocina-ks-19-slt-_JM,164.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buen día, cuanto cuesta el envío hacia comas, cruce de avenida Belaunde con Tupac Amaru?', '1': 'Buenos días cuánto sería el costo de envío a San Juan de Miraflores.', '2': 'Hola, se puede comprar directamente en tienda física? o comprar en linea y recoger en tienda?', '3': 'hola, cuanto es el costo de envío a surco?', '4': 'Tienes stock viene calibrada? Delivery al cercado de lima', '5': 'Hola! Cuánto es el costo de envío a Pueblo Libre?'}"
Batidora Kitchenaid Artisan Light & Shadow 5ksm180cbeld,https://articulo.mercadolibre.com.pe/MPE-606441230-batidora-kitchenaid-artisan-light-shadow-5ksm180cbeld-_JM,2130.0,Nuevo,,"Chorrillos, Lima Metropolitana",{}
Licuadora Imaco Bls1215  1250 Watts,https://articulo.mercadolibre.com.pe/MPE-443512293-licuadora-imaco-bls1215-1250-watts-_JM,349.0,Nuevo,,"Callao, Lima Metropolitana",{'0': 'Burnas tardes. Venden repuestos del modelo BLS1215?'}
"Filtro De Agua Sasmung, Daewoo, Whirpool Desde",https://articulo.mercadolibre.com.pe/MPE-436421937-filtro-de-agua-sasmung-daewoo-whirpool-desde-_JM,72.23,Nuevo,,"Magdalena Del Mar, Lima Metropolitana","{'0': 'Busco model #HAFEX EXP CHLORINE TASTE and odor reduction', '1': 'Puede enviar la foto del alterno y cuanto tiempo dura con respecto al original', '2': 'Filtro para Daewo de 2 puertas externo cual es el precio.', '3': 'Tengo una daewoo dos puertas, tienes filtro original para ese. Con envío a provincia', '4': 'Buenas noches, mi refrigerador es SAMSUNG modelo: RSA1JTSL, precio en original y en alterno porfa?', '5': 'Cuanto esta el filtro de Samsung HAFEX/Esp', '6': 'Buenas tardes filtro de Samsung el.modelo q aparece en tu publicacion. Precio y si hacen delivery para cercado de Lima', '7': 'Tiene Filtro de agua para refrigerador LG', '8': 'Buenos días. Tienen filtro Whirlpool w10790814 para refrigerador.', '9': 'Externo'}"
Balanza Granera Digital Con Pilas Incluidas Sf-400,https://articulo.mercadolibre.com.pe/MPE-601599793-balanza-granera-digital-con-pilas-incluidas-sf-400-_JM,19.0,Nuevo,,"Lima, Lima Metropolitana",{}
Cafetera Oster Bvstdcdr5b 4 Tazas Negro,https://articulo.mercadolibre.com.pe/MPE-611375489-cafetera-oster-bvstdcdr5b-4-tazas-negro-_JM,119.9,Nuevo,,,"{'0': 'Buenas tardes, se puede coordinar envío inmediato o para mañana?'}"
Plancha Portatil Para Ropa,https://articulo.mercadolibre.com.pe/MPE-439589938-plancha-portatil-para-ropa-_JM,105.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Buenas tardes, tiene en stock el producto? sería para san borja', '1': 'Para puente piedra para cuando llegaria', '2': 'cual es el precio del delivery?', '3': 'hola, está disponible? delivery a los olivos', '4': 'Tiene stock envío para arequipa', '5': 'hasta cuantos grados centrigrados llega ?', '6': 'Cómo se puede obtener, con éste problema del coronavirus', '7': 'Buenas noches, tiene disponibilidad'}"
Plancha Oster Pesada Gcstbv4119 1000w Original,https://articulo.mercadolibre.com.pe/MPE-442251685-plancha-oster-pesada-gcstbv4119-1000w-original-_JM,104.5,Nuevo,,"Los Olivos, Lima Metropolitana","{'0': 'Hola, tiene disponible. Cuenta con garantía?'}"
Bolsa De Tela Para Aspiradora Electrolux Jetmax Powerforce,https://articulo.mercadolibre.com.pe/MPE-608747605-bolsa-de-tela-para-aspiradora-electrolux-jetmax-powerforce-_JM,36.0,Nuevo,,"Callao, Lima Metropolitana",{}
Máquina Batidora  De Espuma De Café Recargable Usb - Colores,https://articulo.mercadolibre.com.pe/MPE-604478696-maquina-batidora-de-espuma-de-cafe-recargable-usb-colores-_JM,50.0,Nuevo,,"Ate, Lima Metropolitana","{'0': 'Para el distrito de Barranco', '1': 'Buenos días tienen disponibilidad de entrega hoy mismo en Lima?', '2': 'Haces envío a chosica, cuanto es el cosyo', '3': 'Buenas, costo de envío a Lince?', '4': 'Costo del delivery para Surco?'}"
Interruptor Wifi / Rf Sonoff T2 Us - App Voz Rf 433 Mhz,https://articulo.mercadolibre.com.pe/MPE-440785744-interruptor-wifi-rf-sonoff-t2-us-app-voz-rf-433-mhz-_JM,99.0,Nuevo,,"Comas, Lima Metropolitana","{'0': 'Buenas tardes, disponible el interruptor de dos vías, cuanto el envío a Santa Anita?', '1': 'Buenas tardes contaras con el de 1 y 2 botones y el costo de envio a surquillo cerca al coliseo dibos', '2': 'Como sería le doy comprar y sale más el envío', '3': 'Hay descuento para la compra', '4': 'Viene con todo su información de instalación o me puede enviar la ficha de instalación. Cuánto me sale con el envío', '5': 'Buenas tardes para la compra de un interruptor wi fi de dos botones para envío a barranca', '6': 'Hay de color negro', '7': 'tienes disponible necesito 2, envias a provincia?', '8': 'Tienes Stock de 2 interruptores de 2 botones? Envías a Trujillo?', '9': 'Solo envías por olva??? Necesito para el día de hoy'}"
Freidora Electrica 3.5 Litros,https://articulo.mercadolibre.com.pe/MPE-444279494-freidora-electrica-35-litros-_JM,200.0,Nuevo,,"La Victoria, Lima Metropolitana","{'0': 'Es gratis el envió?', '1': 'Buenos días tiene la freidora y dice pedido verlo'}"
"Remate De Agosto En Electrodomésticos, Precios En La Descrip",https://articulo.mercadolibre.com.pe/MPE-441009327-remate-de-agosto-en-electrodomesticos-precios-en-la-descrip-_JM,20.0,Nuevo,,"Lima, Lima Metropolitana",{'0': 'Hacés envíos a trujillo'}
Campana Extractora Blackline 90cm F1090-blanco,https://articulo.mercadolibre.com.pe/MPE-601593266-campana-extractora-blackline-90cm-f1090-blanco-_JM,279.0,Nuevo,,"Lima, Lima Metropolitana",{'0': 'Tiene disponibilidad del producto?'}
Grill Multifunsional,https://articulo.mercadolibre.com.pe/MPE-605803456-grill-multifunsional-_JM,280.0,Nuevo,,"Los Olivos, Lima Metropolitana",{}
Licuadora Oster Blstkagnpb 550 Watts 2 Velocidades Niquel,https://articulo.mercadolibre.com.pe/MPE-609300114-licuadora-oster-blstkagnpb-550-watts-2-velocidades-niquel-_JM,239.0,Nuevo,,"San Martín De Porres, Lima Metropolitana",{}
Base Soporte Multifuncional C/ruedas Para Electrodomésticos,https://articulo.mercadolibre.com.pe/MPE-602215039-base-soporte-multifuncional-cruedas-para-electrodomesticos-_JM,66.0,Nuevo,,"Independencia, Lima Metropolitana",{}
Licuadora Reversible Oster Blstbestr Rojo,https://articulo.mercadolibre.com.pe/MPE-609079488-licuadora-reversible-oster-blstbestr-rojo-_JM,420.0,Nuevo,,"San Martín De Porres, Lima Metropolitana",{}
Electrodomestico,https://articulo.mercadolibre.com.pe/MPE-606505071-electrodomestico-_JM,2.0,Nuevo,,"Comas, Lima Metropolitana",{}
Freidora De Aire Manual Oster 1.8 Litros Ckstaf18m,https://articulo.mercadolibre.com.pe/MPE-601741750-freidora-de-aire-manual-oster-18-litros-ckstaf18m-_JM,207.0,Nuevo,,"Lima, Lima Metropolitana",{}
Licuadora Oster 2 Vel Más Pulso 1.5lt Blstkag-bpb 550w,https://articulo.mercadolibre.com.pe/MPE-448104321-licuadora-oster-2-vel-mas-pulso-15lt-blstkag-bpb-550w-_JM,219.0,Nuevo,,"Lima, Lima Metropolitana",{}
 ¿quieres Tostadas?  - Aparato Electrodoméstico Tostador Adm,https://articulo.mercadolibre.com.pe/MPE-447307718-quieres-tostadas-aparato-electrodomestico-tostador-adm-_JM,99.0,Nuevo,,,{}
Set De 4 Mini Electrodomésticos Con Sonido Y Luces*,https://articulo.mercadolibre.com.pe/MPE-446791637-set-de-4-mini-electrodomesticos-con-sonido-y-luces-_JM,49.0,Nuevo,,"La Victoria, Lima Metropolitana",{}
Electrodomesticos Importados Americanos ,https://articulo.mercadolibre.com.pe/MPE-442002181-electrodomesticos-importados-americanos-_JM,2.0,Nuevo,,"Lima, Lima Metropolitana",{}
Electrodomésticos - Público (en Vivo) 2lps,https://articulo.mercadolibre.com.pe/MPE-446351503-electrodomesticos-publico-en-vivo-2lps-_JM,210.0,Nuevo,,"Jesús María, Lima Metropolitana",{}
Horno Con Freidora De Aire Oster Tssttvls35,https://articulo.mercadolibre.com.pe/MPE-606518280-horno-con-freidora-de-aire-oster-tssttvls35-_JM,649.0,Nuevo,,"Callao, Lima Metropolitana",{}
Reparacion De Electrodomesticos Pack Original,https://articulo.mercadolibre.com.pe/MPE-443291364-reparacion-de-electrodomesticos-pack-original-_JM,6.0,Nuevo,,"Piura, Piura",{}
Base Para Electrodomesticos,https://articulo.mercadolibre.com.pe/MPE-440928512-base-para-electrodomesticos-_JM,120.0,Nuevo,,"Lima, Lima Metropolitana",{}
Aspiradora Pet & Family Aqua Hogares Con Máscotas 1700w,https://articulo.mercadolibre.com.pe/MPE-447854404-aspiradora-pet-family-aqua-hogares-con-mascotas-1700w-_JM,2199.0,Nuevo,,,"{'0': 'Necesito la boleta de compra para hacer valer la garantia', '1': 'consulta, tiene filtro HEPA?'}"
Batidora Pedestal Y Moledora De Carne 2 En 1 Finezza 1300 W,https://articulo.mercadolibre.com.pe/MPE-441537681-batidora-pedestal-y-moledora-de-carne-2-en-1-finezza-1300-w-_JM,769.99,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'buenas noches no me respondieron, cuantos kilos de harina soporta la bandeja', '1': 'buenas noches esta maquina cuantos kilos de harina amasa como para pan, y con respecto al empaquetado, tengo dudas que es en si lo que viene dentro de la caja.', '2': 'Entonces deme por favor las nuevas especificaciones pues entiendo que ahora es de 2000W. El precio es el mismo?, cuánto sale con envío a Cajamarca?', '3': 'Buenos días, tiene stock de esta moledora-batidora?', '4': 'tiene la opcion para hacer salchichas, chorizos tambien ?', '5': 'Como hago para coordinar el envío?', '6': 'hola, ya te llego?', '7': 'Hola donde se puede recoger, que distrito?', '8': 'tienen stock costo con envio para arequipa', '9': 'LO TIENES DISPONIBLE?'}"
Licuadora Clásica Oster Best02 Motor Reversible  Plateado,https://articulo.mercadolibre.com.pe/MPE-440065105-licuadora-clasica-oster-best02-motor-reversible-plateado-_JM,379.0,Nuevo,,"La Victoria, Lima Metropolitana",{'0': 'La jarra admite agua caliente invierno y agua helada?'}
Batidora,https://articulo.mercadolibre.com.pe/MPE-606252326-batidora-_JM,65.0,Nuevo,,"Magdalena Del Mar, Lima Metropolitana","{'0': 'Buenos días, ¿Cánto sería el costo de envío hasta Moquegua?, y si acepta depósito por medios de agencias'}"
Cintura De Pedal Correa De Motor Piezas De Máquina Polea -1u,https://articulo.mercadolibre.com.pe/MPE-446427591-cintura-de-pedal-correa-de-motor-piezas-de-maquina-polea-1u-_JM,19.79,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Es compatible con máquina de pedal marca faeda?', '1': 'Cómo me contacto para recoger el producto porfavor'}"
Cafetera Aeropress Original + 350 Filtros,https://articulo.mercadolibre.com.pe/MPE-443668031-cafetera-aeropress-original-350-filtros-_JM,179.0,Nuevo,,"San Miguel, Lima Metropolitana","{'0': 'Hola, me interesa! De dónde puedo recogerlo?', '1': 'Hola si compro hoy, puede llegar hoy? Estoy en Magdalena', '2': 'Hola si compro ahora podrían enviarla a domicilio hoy mismo y cuánto es el precio a Magdalena Graciasb', '3': 'Tienes en stock. Dónde puedo ir a recogerlo.', '4': 'Hola disponible? Tienes filtros adicionales?', '5': 'Buena, tiene stock? Cual es el costo de envío a Jesús María?', '6': 'buenas, cuanto costaria el envio a la molina. Gracias', '7': 'Realizas envios a Arequipa?', '8': 'Dónde sería la entrega, puede ser el pago a contra entrega', '9': 'Delivery al centro de Lima? (Parque Hernán Velarde)'}"
Balanza Electronica Gramera Digital De 1gr/10kg Tda Lince,https://articulo.mercadolibre.com.pe/MPE-440692524-balanza-electronica-gramera-digital-de-1gr10kg-tda-lince-_JM,19.9,Nuevo,,"Lince, Lima Metropolitana",{}
Prensatela Para Hacer Zig Zag Teflón Máq. De Coser Doméstica,https://articulo.mercadolibre.com.pe/MPE-442763509-prensatela-para-hacer-zig-zag-teflon-maq-de-coser-domestica-_JM,17.79,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Por favor me pasarías el numero de cuenta para pagar', '1': 'Bueno quisiera los prensatelas cuanto seria el pago de los 2 prensatelad', '2': 'Buenos días quisiera saber si tiene en stock los prensatelas de teflón y prensatela de enbudo para pegar bies', '3': 'Buenos días quiera saber si tiene en s', '4': 'Buenos días tendrá soporte de prensatelas y qui', '5': 'Buenos días tendrá soporte de prensatelas y quisiera prensatelas con rodillo otro de teflón y para pegar cierre', '6': 'Esta disponible el prensatrlas?', '7': 'El precio es 15 soles?', '8': 'Tendra la patitas q va en el prensatela'}"
Oster Waflera Belga Acero Inoxidable,https://articulo.mercadolibre.com.pe/MPE-447883233-oster-waflera-belga-acero-inoxidable-_JM,299.0,Nuevo,,"San Borja, Lima Metropolitana",{}
Licuadora Portátil Xiaomi Deerma Batidora Recargable 400 Ml,https://articulo.mercadolibre.com.pe/MPE-601038521-licuadora-portatil-xiaomi-deerma-batidora-recargable-400-ml-_JM,159.0,Nuevo,,"Lima, Lima Metropolitana",{'0': 'Tienes en stock para entrega mañana? En que colores tienes?'}
Electrodomesticos Carteras Joyas Edredones Sabanas  Platos,https://articulo.mercadolibre.com.pe/MPE-440619921-electrodomesticos-carteras-joyas-edredones-sabanas-platos-_JM,10.0,Nuevo,,"Lima, Lima Metropolitana",{'0': 'Precio juego edredón y sabanas'}
Remate De Electrodomesticos Nuevos Y Baratos,https://articulo.mercadolibre.com.pe/MPE-440619922-remate-de-electrodomesticos-nuevos-y-baratos-_JM,10.0,Nuevo,,"Lima, Lima Metropolitana",{'0': 'Buenas noches eel precio porfavor de casa cosa'}
Batidora De Tazón Finezza Fz-6822b  - Motor De 1300w,https://articulo.mercadolibre.com.pe/MPE-443761534-batidora-de-tazon-finezza-fz-6822b-motor-de-1300w-_JM,549.0,Nuevo,,"Callao, Lima Metropolitana","{'0': 'Buenos días. ¿Sí sirve para amasar pan o solo masas ligeras como de keke?', '1': 'haces envios a chimbote?', '2': 'Es nueva o es usada?', '3': 'Buenos días tendrá en color negro??', '4': 'Cuanto pesa , y es silenciosa ?', '5': 'Hola estoy interesado, pero tenga una duda, la garantía es de la misma marca?'}"
Exprimidor De Naranja Eléctrico Taurus ,https://articulo.mercadolibre.com.pe/MPE-604184255-exprimidor-de-naranja-electrico-taurus-_JM,298.9,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Buenas, vende cúpula de repuesto? De este modelo', '1': 'Buenas tardes, ¿cuenta con stock para compra inmediata? Con envío a San Juan de Lurigancho.', '2': 'Buenas hace envío a provincia dejar en una agencia con pago a destino Apurimac Ándahuaylas?', '3': 'Tiene en stock el exprimidor eléctrico', '4': 'Aún lo tienes'}"
Filtro De Motor Aspiradora Vc3 9.754-011.0 Karcher,https://articulo.mercadolibre.com.pe/MPE-444298107-filtro-de-motor-aspiradora-vc3-9754-0110-karcher-_JM,25.9,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buenos días tiene stock y envío a provincia pacasmayo la libertad su precio', '1': 'Hola su almacen en que distrito urb se encuentra?'}"
Balanza Digital Electronica 1gr A 10kg,https://articulo.mercadolibre.com.pe/MPE-437541155-balanza-digital-electronica-1gr-a-10kg-_JM,28.0,Nuevo,,"San Juan De Lurigancho, Lima Metropolitana","{'0': 'Buenas noches, cuánto saldría el delivery a Jesús María?', '1': 'Aún disponible? Donde entregas'}"
Prosesador De Alimentos  1200 Wats 2 Velocidades + Turbo ,https://articulo.mercadolibre.com.pe/MPE-440493317-prosesador-de-alimentos-1200-wats-2-velocidades-turbo-_JM,299.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'Tienen stock ? En cuanto tiempo entregan ?', '1': 'hola para san de lurigancho envio cuanto seria', '2': 'Tiene disponible para envío a Huaraz?', '3': 'Tienes número de contacto', '4': 'La venta puede hacer contra entrega tienes número de contacto', '5': 'Buenas noches tienes a la venta el procesador y tienes un. Número de contacto', '6': 'Buenos días que precio tiene el envío a Huancayo ?', '7': 'cuanto tiempo de garantia da, y tiene repuestos en caso de dañarse?', '8': 'Cuántas cuchillas tiene ?', '9': 'Si la compro ahora cuando mela entregan??'}"
Balanza Tipo Cuchara Para Cocina 0.1-500 Gr Incluye Bateria,https://articulo.mercadolibre.com.pe/MPE-604530081-balanza-tipo-cuchara-para-cocina-01-500-gr-incluye-bateria-_JM,20.0,Nuevo,,"San Juan De Lurigancho, Lima Metropolitana","{'0': 'hola, cuanto sería el delivery a Pueblo Libre o Miraflores?', '1': 'Envío en villa les Salvador', '2': 'Aún tiene el producto disponible'}"
 Batidora Pedestal Y Moledora Carne 2 En 1 De 1300w Finezza,https://articulo.mercadolibre.com.pe/MPE-439440487-batidora-pedestal-y-moledora-carne-2-en-1-de-1300w-finezza-_JM,769.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'Realizaran envio para provincia a huaraz Ancash', '1': 'Buenas tardes cuánto es el precio del modelo FZ-6820B de 2 en 1 si tienes en stock', '2': 'Buenos días disculpe hace envios a provincia yo soy de chiclayo', '3': 'Funciona como embutidora?', '4': 'cuanto esta de 2000 watts', '5': 'confirmarme si podrías entregar hoy', '6': 'se borro tu respuesta dime si podrías para darle comprar', '7': 'La potencia en la maquina dice 2000 watts pero en tu descripción indicas 1300 watts? Cuantas discos de corte viene?', '8': 'estimado tendrás de mayor capacidad', '9': 'Emite facturas???'}"
Licuadora Thomas Th-800i 1.5l - Silver,https://articulo.mercadolibre.com.pe/MPE-606818324-licuadora-thomas-th-800i-15l-silver-_JM,269.0,Nuevo,,,{'0': 'cuantas vbelocidades tiene?'}
Sandwichera Th 958 4panes Antiadherente 1000w,https://articulo.mercadolibre.com.pe/MPE-447859352-sandwichera-th-958-4panes-antiadherente-1000w-_JM,139.0,Nuevo,,,{}
